difficulty,class_name,class_label,level,win_rate,avg_rounds_to_kill,avg_rounds_all,avg_combo_len,max_combo_len,finisher_rate,avg_damage_per_attack,avg_end_hp_ratio,samples
easy,assassin,Assassin,13,1.0,1.44375,1.44375,6.594643178141291,13,0.43789322308107137,812.8673377673917,0.9626186594202933,4000
easy,assassin,Assassin,14,1.0,1.42675,1.42675,7.142519970951343,14,0.4493464052287582,908.0270515613653,0.9636631944444395,4000
easy,assassin,Assassin,15,1.0,1.42925,1.42925,7.636380156278394,15,0.45575140832273303,1013.1143012902054,0.963988333333332,4000
easy,assassin,Assassin,16,1.0,1.42425,1.42425,8.015855658829961,16,0.4488791689447786,1129.438673227629,0.9670427215190067,4000
easy,assassin,Assassin,17,1.0,1.451,1.451,8.017161244190204,17,0.43439399356453345,1194.390954594208,0.9643804012345709,4000
easy,assassin,Assassin,18,1.0,1.48875,1.48875,8.069061737007324,18,0.4248343215905127,1232.807638646669,0.9628970588235204,4000
easy,assassin,Assassin,19,1.0,1.5025,1.5025,8.281168943454954,19,0.4252118277710531,1330.6507003285492,0.9618075284091026,4000
easy,assassin,Assassin,20,1.0,1.52275,1.52275,8.216082964977899,20,0.3978238694321659,1397.2142128527712,0.9601785714285634,4000
easy,mage,Mage,1,1.0,3.12225,3.12225,1.0,1,0.0,41.914754910051165,0.694920258620699,4000
easy,mage,Mage,2,1.0,2.3595,2.3595,1.6093971437915622,2,0.0,74.39790690068679,0.819146484375,4000
easy,mage,Mage,3,1.0,2.19825,2.19825,2.0820500764076644,3,0.0,102.63206770894557,0.8439732142856909,4000
easy,mage,Mage,4,1.0,1.8965,1.8965,2.5341016949152544,4,0.3445423728813559,146.08162711864406,0.8830082236842139,4000
easy,mage,Mage,5,1.0,1.9085,1.9085,2.876588267099216,5,0.3131927547985942,175.7360097323601,0.8868125000000191,4000
easy,mage,Mage,6,1.0,1.84575,1.84575,3.239938297573973,6,0.3191698219043612,214.61057355209647,0.8980071022727276,4000
easy,mage,Mage,7,1.0,1.78825,1.78825,3.643766271333526,7,0.33786520104136536,262.54150997975125,0.9146341145833455,4000
easy,mage,Mage,8,1.0,1.68775,1.68775,4.311275643991979,8,0.3934906679006633,336.87953108128954,0.9250350000000018,4000
easy,mage,Mage,9,1.0,1.58425,1.58425,5.03512766303464,9,0.4431614896731176,432.7456496991381,0.9374120370370439,4000
easy,mage,Mage,10,1.0,1.50725,1.50725,5.893620689655172,10,0.476551724137931,526.2696551724138,0.9450457589285794,4000
easy,mage,Mage,11,1.0,1.34075,1.34075,7.008072266000385,11,0.537766673073227,700.7928118393235,0.9647062500000012,4000
easy,mage,Mage,12,1.0,1.361,1.361,7.191243366186505,12,0.5136467020470054,792.1283169067475,0.9629523809523798,4000
easy,mage,Mage,13,1.0,1.3875,1.3875,7.422044013427826,13,0.49291309212980233,850.3220813129429,0.960572115384621,4000
easy,mage,Mage,14,1.0,1.40625,1.40625,7.596729744626125,14,0.4809847510564027,926.5948925225059,0.9603903985507348,4000
easy,mage,Mage,15,1.0,1.44375,1.44375,7.676680972818312,15,0.44849785407725323,978.4012875536481,0.9568967013888924,4000
easy,mage,Mage,16,1.0,1.46125,1.46125,7.917005839674394,16,0.44983188816138736,1089.7007609272696,0.959065833333338,4000
easy,mage,Mage,17,1.0,1.461,1.461,8.064762242725337,17,0.44002838892831797,1165.97232079489,0.958745993589743,4000
easy,mage,Mage,18,1.0,1.48575,1.48575,8.204707933740192,18,0.428770706190061,1249.9129904097647,0.9580131172839298,4000
easy,mage,Mage,19,1.0,1.48375,1.48375,8.274148714384989,19,0.43363446838082004,1329.4386726893676,0.9578132440476106,4000
easy,mage,Mage,20,1.0,1.50125,1.50125,8.327781593406593,20,0.41225961538461536,1441.2259615384614,0.9585866477272678,4000
easy,priest,Priest,1,1.0,4.38575,4.38575,1.0,1,0.0,34.49938528189216,0.543703488372101,4000
easy,priest,Priest,2,1.0,3.05375,3.05375,1.6958393113342898,2,0.0,58.59338340788252,0.7725775862068885,4000
easy,priest,Priest,3,1.0,2.761,2.761,2.264692229133785,3,0.0,78.42233775879677,0.8106783439490324,4000
easy,priest,Priest,4,1.0,2.35525,2.35525,2.822680412371134,4,0.4595767769940315,114.90873575691806,0.8540029585798751,4000
easy,priest,Priest,5,1.0,2.12975,2.12975,3.3986856516976998,5,0.455397346963612,153.35365705245223,0.882358516483504,4000
easy,priest,Priest,6,1.0,1.92325,1.92325,4.172661870503597,6,0.5193430161531153,198.5226007872947,0.9079378172588585,4000
easy,priest,Priest,7,1.0,1.73375,1.73375,5.009277270686817,7,0.5714499476283106,248.51728265748915,0.9300166666666628,4000
easy,priest,Priest,8,1.0,1.55725,1.55725,5.8962696335078535,8,0.6178010471204188,331.11027486910996,0.9493783185840837,4000
easy,priest,Priest,9,1.0,1.60125,1.60125,6.306441326530612,9,0.5919961734693877,364.4486607142857,0.944292016806706,4000
easy,priest,Priest,10,1.0,1.6415,1.6415,6.574626865671642,10,0.5502176616915423,412.67459577114425,0.9423279999999887,4000
easy,priest,Priest,11,1.0,1.67125,1.67125,6.893923159344864,11,0.5294657890708709,451.23358334608906,0.943114068441069,4000
easy,priest,Priest,12,1.0,1.694,1.694,7.133161642175428,12,0.503711558854719,510.03317679139525,0.9458064516129134,4000
easy,priest,Priest,13,1.0,1.765,1.765,7.318055352174549,13,0.48147605798799237,540.4892370771709,0.9430136054421641,4000
easy,priest,Priest,14,1.0,1.773,1.773,7.5602785434498765,14,0.47889162918903233,589.0632525750761,0.9407231270358373,4000
easy,priest,Priest,15,1.0,1.80875,1.80875,7.696590909090909,15,0.45738636363636365,638.2882102272728,0.9421277089783276,4000
easy,priest,Priest,16,1.0,1.8325,1.8325,7.876583169152829,16,0.45370109766394595,700.845341964537,0.9406027190332455,4000
easy,priest,Priest,17,1.0,1.85725,1.85725,8.091806927249966,17,0.4387258311308944,760.0210043121435,0.9404956772334112,4000
easy,priest,Priest,18,1.0,1.86875,1.86875,8.16540002763576,18,0.42476164156418406,807.7913500069089,0.9407118055555616,4000
easy,priest,Priest,19,1.0,1.902,1.902,8.277724989819465,19,0.4203882177277046,856.8800054296186,0.938580666666669,4000
easy,priest,Priest,20,1.0,1.91175,1.91175,8.338052858683927,20,0.41302588996763756,930.6666666666666,0.9403028350515437,4000
