difficulty,class_name,class_label,level,win_rate,avg_rounds_to_kill,avg_rounds_all,avg_combo_len,max_combo_len,finisher_rate,avg_damage_per_attack,avg_end_hp_ratio,samples
hard,assassin,Assassin,3,0.99725,3.605414890950113,3.60925,2.037318197942533,3,0.0,132.10890386661936,0.431226351351351,4000
hard,assassin,Assassin,4,0.99975,3.274818704676169,3.27525,2.427854454203262,4,0.30246235884567124,172.3000313676286,0.569913109756088,4000
hard,assassin,Assassin,5,0.99975,3.205551387846962,3.20625,2.742838802856455,5,0.27938698547701196,206.08633555323757,0.5908451704545394,4000
hard,assassin,Assassin,6,0.99975,3.1707926981745436,3.1715,2.9391517128874387,6,0.26492659053833606,244.1567699836868,0.6047207446808527,4000
hard,assassin,Assassin,7,0.99975,3.121780445111278,3.1225,3.176062732150227,7,0.2692529921584812,285.3078002476269,0.6207487499999977,4000
hard,assassin,Assassin,8,1.0,2.87,2.87,3.5767462821090583,8,0.29355565570076614,358.01910770617394,0.6830138888888918,4000
hard,assassin,Assassin,9,0.99975,2.9294823705926483,2.93025,3.7470209197634388,9,0.3044399329155265,398.0269220584341,0.6690825892857164,4000
hard,assassin,Assassin,10,1.0,2.68925,2.68925,4.262508435361034,10,0.3251711173238215,495.3515858478743,0.7237520833333366,4000
hard,assassin,Assassin,11,1.0,2.67725,2.67725,4.568945538818077,11,0.34492081884897646,555.9693897257629,0.7224294354838616,4000
hard,assassin,Assassin,12,1.0,2.51475,2.51475,5.233051720585205,12,0.3674016072532454,672.5141149804244,0.7632689393939326,4000
hard,assassin,Assassin,13,1.0,2.218,2.218,6.534073641145529,13,0.43682057276446523,859.756633547633,0.8100697463768053,4000
hard,assassin,Assassin,14,1.0,2.157,2.157,7.215136565996872,14,0.45132956322945494,985.7496089519914,0.8201501736111101,4000
hard,assassin,Assassin,15,1.0,2.11475,2.11475,7.744508528653823,15,0.4664375997054853,1109.0725242361025,0.830636666666668,4000
hard,assassin,Assassin,16,1.0,2.14875,2.14875,7.878598097073347,16,0.4511622305190895,1195.0735878598098,0.8331613924050544,4000
hard,assassin,Assassin,17,1.0,2.1795,2.1795,7.9953681710213775,17,0.4359857482185273,1280.7760095011877,0.8242638888888888,4000
hard,assassin,Assassin,18,1.0,2.226,2.226,8.181828771112405,18,0.42748980780430984,1353.5716948165405,0.8273727941176473,4000
hard,assassin,Assassin,19,1.0,2.251,2.251,8.267853042479908,19,0.41917336394948335,1437.2882893226176,0.8231789772727296,4000
hard,assassin,Assassin,20,1.0,2.3045,2.3045,8.293926125519254,20,0.4192208375435051,1543.1946783428764,0.8195803571428587,4000
hard,mage,Mage,1,0.39225,4.982154238368388,4.993,1.0,1,0.0,51.43078064368866,0.05720474137931051,4000
hard,mage,Mage,2,0.98775,3.975955454315363,3.9875,1.627143494613374,2,0.0,100.60687193217314,0.264109375,4000
hard,mage,Mage,3,0.9925,3.7163727959697734,3.725,2.082385974524038,3,0.0,127.60532803725518,0.3415375000000042,4000
hard,mage,Mage,4,0.9975,3.3090225563909774,3.31325,2.547261757425743,4,0.34754022277227725,168.80143873762376,0.4872006578947339,4000
hard,mage,Mage,5,0.998,3.2780561122244487,3.2815,2.873335422215259,5,0.3108256305812314,200.18510104966316,0.5116341463414552,4000
hard,mage,Mage,6,0.99825,3.1527673428499874,3.15625,3.2399510803098246,6,0.31830411740725645,243.6665307786384,0.5418167613636286,4000
hard,mage,Mage,7,1.0,3.03775,3.03775,3.6394649961906373,7,0.3300601032760518,294.6851773469906,0.6020247395833328,4000
hard,mage,Mage,8,1.0,2.8025,2.8025,4.272518593333945,8,0.3879349921953907,372.8892663667248,0.6510400000000042,4000
hard,mage,Mage,9,0.9995,2.625312656328164,2.627,4.9595860029571215,9,0.42779694430754067,457.97358304583537,0.6919236111111029,4000
hard,mage,Mage,10,1.0,2.45575,2.45575,5.866928215459654,10,0.47969462411197117,560.6904888134875,0.7212488839285722,4000
hard,mage,Mage,11,1.0,2.1635,2.1635,6.893674293405114,11,0.5267343692646519,727.5127860026918,0.7832593749999968,4000
hard,mage,Mage,12,1.0,2.076,2.076,7.1614681197544785,12,0.507453338343981,838.54302893649,0.8011140873015905,4000
hard,mage,Mage,13,1.0,2.135,2.135,7.350620891161432,13,0.4808862916971025,900.8737521305089,0.7894817307692232,4000
hard,mage,Mage,14,1.0,2.1175,2.1175,7.611620795107034,14,0.47155963302752296,996.2321712538227,0.8054547101449212,4000
hard,mage,Mage,15,1.0,2.181,2.181,7.667300380228137,15,0.4461739543726236,1062.2946768060835,0.7998385416666672,4000
hard,mage,Mage,16,1.0,2.19625,2.19625,7.850417794515711,16,0.44368600682593856,1166.72543250559,0.8041850000000044,4000
hard,mage,Mage,17,1.0,2.207,2.207,8.01844932274638,17,0.4440681924334423,1260.186945352639,0.8029615384615447,4000
hard,mage,Mage,18,1.0,2.249,2.249,8.188809578632283,18,0.42735436334331106,1350.4110062169007,0.801387345679014,4000
hard,mage,Mage,19,1.0,2.27975,2.27975,8.196715741789355,19,0.41041902604756514,1427.1330690826728,0.7972075892857176,4000
hard,mage,Mage,20,1.0,2.302,2.302,8.260961968680089,20,0.4109619686800895,1542.7996644295301,0.8056562500000088,4000
hard,priest,Priest,1,0.20525,5.727161997563947,5.897,1.0,1,0.0,40.313912829352375,0.025823643410852574,4000
hard,priest,Priest,2,0.96675,4.4603051461080945,4.50875,1.6950454776566295,2,0.0,73.95830744025761,0.3048689655172475,4000
hard,priest,Priest,3,0.97225,4.248135767549498,4.29275,2.2874046027332424,3,0.0,97.59592971661836,0.33647611464968313,4000
hard,priest,Priest,4,0.9915,3.9014120020171457,3.92025,2.817615773770917,4,0.45654429887144893,135.33110649889738,0.4588653846153819,4000
hard,priest,Priest,5,0.99375,3.626918238993711,3.642,3.3832867132867133,5,0.4593006993006993,177.00223776223777,0.5154574175824184,4000
hard,priest,Priest,6,0.99925,3.362521891418564,3.36475,4.126059963658389,6,0.5101453664445791,228.24235311932162,0.5802271573604063,4000
hard,priest,Priest,7,1.0,3.0735,3.0735,5.009565000415869,7,0.5729851118689179,290.8929551692589,0.6477654761904789,4000
hard,priest,Priest,8,1.0,2.76875,2.76875,5.841576862853459,8,0.6086395873629916,368.3701759233674,0.717099557522122,4000
hard,priest,Priest,9,1.0,2.82025,2.82025,6.2044118976584395,9,0.5750836271584847,403.7674712955429,0.7030147058823537,4000
hard,priest,Priest,10,1.0,2.77475,2.77475,6.602116889093419,10,0.5590427979751496,459.5930050621261,0.7130329999999924,4000
hard,priest,Priest,11,1.0,2.79175,2.79175,6.965226939970718,11,0.5333089311859444,513.7024158125915,0.7202946768060837,4000
hard,priest,Priest,12,1.0,2.801,2.801,7.104519774011299,12,0.5056497175141242,569.763440860215,0.732722222222224,4000
hard,priest,Priest,13,1.0,2.83475,2.83475,7.348870822041554,13,0.4848238482384824,614.389701897019,0.738882653061222,4000
hard,priest,Priest,14,1.0,2.88875,2.88875,7.499867362277832,14,0.4718365903262888,655.5643292952516,0.7335236156351741,4000
hard,priest,Priest,15,1.0,2.8865,2.8865,7.803576170664778,15,0.45879437018677527,718.7178011861556,0.7500239938080512,4000
hard,priest,Priest,16,1.0,2.895,2.895,7.91077411391289,16,0.4587374360782931,779.2521601128549,0.7427175226586127,4000
hard,priest,Priest,17,1.0,2.91375,2.91375,8.061127700685052,17,0.436149657474091,836.1146144387844,0.7510338616714723,4000
hard,priest,Priest,18,0.99975,2.954488622155539,2.9555,8.088255672960333,18,0.42932617356660313,881.6462844275073,0.7506611111111086,4000
hard,priest,Priest,19,1.0,2.9725,2.9725,8.316378345812893,19,0.41604268869954386,940.4149238316551,0.7514919999999986,4000
hard,priest,Priest,20,0.99975,2.975993998499625,2.977,8.33370660694289,20,0.4149366870531484,1016.3799638211732,0.7581417525773202,4000
